"FirstName","LastName","Subject1","Subject2","Subject3","Subject4","Subject5","AverageMarks"
"fRkP5bigbB","dMog4","29","72","55","69","23","49"
"SZOFgqfnNb","JyFt7","72","42","30","96","38","55"
"7S8QcfZoy7","ZtsOJ","61","34","70","66","4","47"
"KJiXBWi4Cv","r5Ckc","86","0","10","84","11","38"
"1HGYm0iGp8","ehitb","17","86","43","5","97","49"
"Fbokj8p2sx","RDjEP","7","76","22","42","41","37"
"p0Z53G30mO","mddp9","20","86","75","21","28","46"
"aPhl8AxGIU","7RPYp","75","11","78","77","31","54"
"ViAJlNNBeJ","LfYHV","72","18","80","41","58","53"
"7fPSte9zIF","mLCLL","33","11","27","29","41","28"
"RfSoQZvISX","befZn","83","47","86","80","78","74"
"mxFXSID8ua","HgfbH","71","95","29","17","90","60"
"LdQIZMBQ4a","MlJnu","100","76","44","67","45","66"
"RS2ntTTNPO","UTqkG","15","19","77","4","69","36"
"uQSDchGv7e","jfbaW","88","62","22","10","71","50"
"9OR3naPN77","T6aFv","62","57","71","3","33","45"
"IfPKWjQIqt","s9iQ8","71","70","50","100","46","67"
"FqteOYDPNV","DEM7Q","36","100","13","38","18","41"
"DaJRsvtM4P","fF2Bq","68","52","19","74","62","55"
"o8vgpbAvNg","UOOme","47","3","51","88","10","39"
"nUBOnACX2v","23Ijk","47","3","82","26","70","45"
"38zs9Kl1TD","mcYX2","84","30","11","13","64","40"
"IdeWAAtiRZ","qadyc","1","21","86","14","90","42"
"zuubDuzzBz","oU0F1","30","30","86","39","47","46"
"ekaLDVOrHi","biW3u","20","63","39","98","40","52"
"ExTjP0guGy","ZMuYS","27","67","75","19","57","49"
"3KWWKz5mWU","5It2H","96","93","1","23","79","58"
"HTLCx4Jg93","FeIxT","13","98","89","40","30","54"
"5ulcxuyjlV","2sUXv","6","52","40","28","54","36"
"jAsJZ0luHL","0aFdm","94","48","64","14","56","55"
"E2E7tsSrJ5","93AFR","53","2","95","32","21","40"
"gOHPxVYPbH","qpG0E","40","40","54","79","48","52"
"0YrXLIPQ05","xJlaL","47","20","43","42","63","43"
"odH3aNFkFF","aWTLI","25","73","93","4","42","47"
"Rj7GETaVcT","Kz0vf","71","33","63","85","17","53"
"jhkpvDJQSY","LaMCZ","24","61","37","75","33","46"
"eQHY1NNBCg","BM39V","66","49","29","38","21","40"
"ouvEpuR7qT","nuUQu","53","78","54","92","55","66"
"6MJ6ueEn0L","uGj6p","16","3","86","39","98","48"
"yT2dfU802J","J6G0B","24","62","85","9","69","49"
"A9BCXhbyXB","tsUQp","30","23","98","87","56","58"
"W08HGTI0jM","CWmT5","36","80","20","30","23","37"
"AbbmWWfZut","JxxnJ","42","92","62","46","96","67"
"zdXNmPhyfK","937Jg","19","56","66","80","95","63"
"GFQp2Bvjz9","66hgt","79","58","24","53","4","43"
"c901YQDpjJ","fPtsj","26","20","70","59","17","38"
"TedEW98pf8","jnbty","77","26","50","57","17","45"
"fu4WicTKLD","2Uy90","18","16","57","57","74","44"
"X5gkcscnqa","mxl8R","38","18","31","54","69","42"
"zzp0GecDA7","aBaQx","96","83","85","42","91","79"
"AptRLxTOD9","q4oQZ","50","99","36","8","46","47"
"cr1QFA9g9t","chlmj","72","8","19","84","68","50"
"gvjitFDxYB","BGBYl","17","91","23","36","41","41"
"GjgrHITjMi","vZ7UM","88","5","82","77","44","59"
"UAdMGpLrH0","ZiE3P","96","50","93","40","49","65"
"bvngAk1D8D","vjntl","24","62","37","54","61","47"
"hsEscia9By","09mhG","93","46","32","90","55","63"
"RpqICJzETW","33mqr","38","67","9","20","85","43"
"b5fZq5egb3","U3xO3","95","81","81","87","25","73"
"WcQcEqzkNk","gx8Ke","60","19","48","45","2","34"
"E22urCUPF7","37B8o","52","53","30","80","89","60"
"PYqJRDh7Jy","fiKG5","6","68","80","84","1","47"
"xEMn6qC7UX","dJcRH","90","28","28","99","50","59"
"JMQPCjQh3H","lPi5i","97","27","26","34","92","55"
"IJCNTiDL26","6guPa","57","90","49","27","8","46"
"OKBeQZVZPh","1gZuu","90","88","67","33","34","62"
"cGjoIMS0ci","OnT08","36","72","57","44","56","53"
"gb4KLoPJLb","nmOxy","69","5","70","55","84","56"
"fmqHUfiuU3","R7y0S","47","1","68","88","65","53"
"1jtSXP0Gg4","2hBEe","44","37","37","68","66","50"
"dqF2l7vWJK","aOWVM","39","6","93","36","18","38"
"Dajv6FRDIB","HJlWO","56","57","29","53","39","46"
"zG5seZUuke","ZigQg","58","56","11","94","18","47"
"lCXELlooKT","RLmGa","85","78","53","8","6","46"
"EFUr1gROjo","FI8k9","12","44","14","42","81","38"
"jLpEa08urD","k0oJn","11","58","48","72","93","56"
"EV0tEfHZZ1","IgvGn","95","43","11","90","23","52"
"C5p4TldYxj","xuN0G","93","55","99","50","96","78"
"eWpcQI9TkP","PvmKo","25","76","89","18","68","55"
"hSmDHzKx1R","N0CRi","22","86","45","35","68","51"
"KiA7lCRFG1","s2sEx","15","79","79","30","45","49"
"VfFPadE0Pr","3GUzG","7","78","88","38","99","62"
"DzWsbl8iU2","hACBf","83","71","48","24","56","56"
"fmAEMKJqsg","TtPOU","81","30","100","76","2","57"
"Xk2HoYGE2L","AcYO2","63","45","46","73","35","52"
"FWT3sBNQOO","iKaAo","23","22","91","0","26","32"
"SaDu0HxbJi","ANo5i","83","37","50","65","23","51"
"W3ne2nErhg","iyrPi","79","39","90","42","35","57"
"kX7mKaUnW6","11Sqx","12","43","11","36","29","26"
"tMu1NBEghV","M3Q12","64","90","41","4","41","48"
"GXjgdbYMKX","BGrgM","4","7","79","15","57","32"
"ChuBhxd1zd","hWnaW","20","51","26","57","88","48"
"MIzUlBMGa9","4VuvZ","72","76","56","46","16","53"
"2mRG4P5TTH","Tpfb2","72","67","64","77","93","74"
"LpvmfVIfnV","5WNVH","86","0","32","66","46","46"
"qxVR1nyFbq","1DeAb","57","59","41","65","17","47"
"CCjsWGeIMV","dU6vn","86","43","69","50","22","54"
"FYSqbOM4Vo","3jxOo","69","61","84","33","33","56"
"8YKVvtUoHh","zn6Fn","24","0","51","55","20","30"
"drI8DIdzDO","5coNW","27","63","73","16","65","48"
"34CgMzMhKv","TsJy2","1","72","33","23","66","39"
"LzFMGdhOKE","aavrq","39","32","53","87","71","56"
"nRGWf7I44u","olBMu","60","10","29","23","85","41"
"0WdmiG6oVI","IB4if","46","53","4","49","65","43"
"6vKccDoVb3","oiIvA","37","55","32","40","36","40"
"evTgMB41OT","b5LoI","70","91","62","62","98","76"
"SYvEa8MANT","nAWmo","99","25","68","51","100","68"
"2L9SF19H2G","4Dg76","73","82","5","4","60","44"
"u4Gu19ne16","IHIPE","10","26","9","36","34","23"
"vKge1UGPkS","QPYKm","25","2","66","79","54","45"
"1cb8rzKE8t","irYbS","7","86","13","19","48","34"
"s3639uCyDh","hPVK0","36","68","11","38","74","45"
"2Zv7HN08aU","yDy16","73","42","50","33","33","46"
"JiLVfpLbmD","x9r5A","82","58","98","52","70","72"
"koL7D32Asd","4JeMu","44","41","39","56","55","47"
"xu1u30qX9V","BaGdR","50","86","21","73","92","64"
"02ujBm7r1Y","aui27","97","4","19","66","14","40"
"rDOi7unuNs","msVnu","83","43","96","56","44","64"
"LUO1M2GLML","VMko0","73","97","4","5","0","35"
"vj0aoD9l9C","aZ0pG","72","90","33","41","94","66"
"WDaVKeL9ID","vypjI","73","84","13","58","19","49"
"r4qo6T6Nvq","nLxli","63","79","15","7","1","33"
"CXPZzamt8e","66j3z","4","76","65","77","66","57"
"4X3mnCLOcJ","3MYft","54","25","82","63","95","63"
"u6WPK6s5uU","a5YC4","67","88","83","8","64","62"
"gdicWEiCJT","XTZ9D","96","66","61","12","78","62"
"SjDqEZF3LS","BvAu0","23","59","58","23","92","51"
"oDhqK8btRX","Tnhf4","44","70","31","29","49","44"
"ExL8ktKrZg","rhXyu","75","27","51","23","84","52"
"Dlv4vGnver","da6sg","2","90","92","29","96","61"
"42XuWOphVB","ps1dQ","46","38","35","99","64","56"
"KsVjB2KJiZ","ERY32","74","65","64","8","52","52"
"XKjsZsdCrO","rEMW3","43","32","16","59","41","38"
"AOEUm1cuUW","WfmY9","89","31","64","99","64","69"
"rhORdYbfmg","V8Gxj","56","55","81","43","2","47"
"MvRZhmcmVn","6Mpfy","98","75","21","58","99","70"
"kXd438TFTb","loIWL","92","64","51","12","51","54"
"NtkCpvgJi3","8mShB","40","48","30","90","65","54"
"UndCvd0jJa","FHqyj","80","47","61","45","96","65"
"jvXBFOMILo","qfU6v","20","40","47","69","61","47"
"FtQYar9ox9","mcCND","91","67","70","19","81","65"
"ka0lrqfs8H","jTnYR","52","55","85","10","64","53"
"7VDvVqaFpV","dgs9a","33","82","75","34","18","48"
"QlXyk6KIIO","yjJDm","71","57","73","7","5","42"
"0aZX3AN2FI","aTxs6","50","33","11","5","61","32"
"A5ocPph8f6","u8JoW","8","69","64","36","14","38"
"hYFbhsjStK","G0G9n","9","96","27","52","9","38"
"tg4dr96TFH","vaCFj","74","47","16","91","27","51"
"JQlGBNUj2P","VGHYs","64","1","82","38","78","52"
"La9AQgyChR","DzgzN","1","63","91","2","80","47"
"gCKL7uu3Qa","2YJdj","40","22","3","52","30","29"
"HYeMm9Elsn","BGG4c","56","60","21","58","40","47"
"7xNpnVGkS1","NfeyD","56","54","9","33","72","44"
"zG0ZrgDGIk","ZgKuC","100","79","78","15","50","64"
"neLrulB7G1","d9eXF","97","30","71","76","70","68"
"nc1qTAdyF9","DFZaQ","59","57","99","85","73","74"
"VCi7q76LXa","3kmlP","91","71","67","69","13","62"
"kqlxy9aJMk","XMa2D","55","51","73","26","80","57"
"jnPEbhHxaS","46vV3","67","41","78","60","55","60"
"Vr9WmYsefb","OCldW","85","39","20","80","14","47"
"sRR5xnGSHo","B8ofG","84","71","0","44","95","58"
"st9PzFhBM2","IadUX","60","94","63","25","12","50"
"Yn2MJSSdbO","VZmKd","63","64","84","19","88","63"
"m2NvmJt82j","R6NYt","42","48","13","36","80","43"
"CiYPtkNQec","cl0Zg","71","2","26","54","93","49"
"alkHPQgB85","iuse1","39","86","15","96","41","55"
"jlfPKiRVzG","d0D0x","18","7","80","66","90","52"
"BeoPiGfL90","NBmxK","39","13","4","57","22","27"
"l0aDgHlTjy","3Yvuy","89","36","40","5","46","43"
"DFCa1OaPR4","HzdtV","3","30","89","91","36","49"
"780DeK6Ldx","AiGyU","6","8","45","92","86","47"
"TYjKqvTT23","I4v7J","58","74","60","39","55","57"
"aP0k1bYOrd","7FlzD","3","100","84","42","11","48"
"vpAitmuuT7","aXgzq","21","14","74","73","23","41"
"NyeH6aQdSH","0pyeb","48","40","97","96","81","72"
"doTQZfykHA","rQSej","91","40","86","31","28","55"
"2L9NJUq8Gg","GZqGB","51","12","31","24","27","29"
"GDojFWPDFW","Cu6GX","63","32","5","67","28","39"
"4BmSBcrmEV","zScjY","49","34","69","80","85","63"
"U6rLDnhloM","gpCEF","54","43","19","49","17","36"
"ly3u2fDQFy","Q8W97","37","65","39","13","54","41"
"yELChvHPGS","kR994","62","16","99","86","62","65"
"PX4E4uMp8g","6GncD","15","81","91","79","25","58"
"efIq04yaxT","fq2Ks","60","11","75","69","61","55"
"iQuWDmTFrp","axRtz","37","99","98","0","32","53"
"pIlVRN9nlo","FGsX5","47","29","68","63","83","58"
"BroaC3TDxZ","BKxN2","6","51","90","62","13","44"
"ga70F1En7X","OB1Tv","70","40","91","71","12","56"
"crQ5FYLUqB","5TU4U","53","33","61","51","6","40"
"xmBxIpNgFK","0Njm7","95","68","64","63","93","76"
"qNEQW8It89","iagiu","66","88","92","70","94","82"
"B6xJ2xGklP","VQv1T","3","86","23","63","43","43"
"oleFUX6Wa1","OniXb","88","87","78","94","75","84"
"502AonpNbX","PYlhg","42","18","89","96","11","51"
"ljBOk43cTh","JJaAa","85","23","59","28","47","48"
"smRxQ6IkFS","vhQcH","32","56","45","62","55","50"
"0ElxR5M2d6","IVV8J","59","45","92","18","1","43"
"0dPoQu1T3W","2PIye","33","34","37","2","91","39"
"61lVHDADmN","sVRZQ","47","63","9","88","80","57"
"Eq7tr8f163","nBivf","24","28","92","46","47","47"
"ekaLvFs9QK","eHcNW","36","33","52","25","48","38"
"HuVUz4Ca70","h9z52","22","65","11","62","100","52"
"DuFCzqdgIl","zlnCf","3","99","80","43","67","58"
"IHo0JrTq6C","t8hRU","79","54","7","67","91","59"
"C4jZiedMVM","vWv4S","22","27","86","75","84","58"
"rqr7JDfF6u","DqFXf","2","93","64","54","49","52"
"HcXexOnT9Z","2D9gB","33","91","76","84","75","71"
"c4d6WEsbq9","KiS7o","8","96","46","39","65","50"
"IDomsg6Ryq","fOgUd","48","68","88","0","99","60"
"RuGGpRW7WQ","aTmgi","100","40","11","45","94","58"
"kMDgmGJ7ho","LJXIH","34","71","57","18","46","45"
"5gK1YmftLl","2WWcB","10","54","65","76","88","58"
"TsWIGRyROW","lyudl","20","18","66","9","4","23"
"0hfrExKf9E","3CD0d","90","72","81","38","69","70"
"rs58DTHN5H","yLAxk","91","17","13","33","64","43"
"1SzaGxEej1","SMytZ","89","26","77","19","16","45"
"pWeo9oQKrb","0E7hz","81","20","8","57","37","40"
"zcVhuQGmpf","q8qDv","84","72","21","37","7","44"
"bHgJ1Hy5Go","H2xte","81","60","77","21","66","61"
"67dxyeYO2Q","bW93y","63","48","97","4","47","51"
"DCTsYjjcvF","kxKto","15","0","8","1","40","12"
"BSDD2s0Y1m","LjeKz","29","20","54","83","84","54"
"qOED8xhtF7","xZjpg","57","42","22","51","54","45"
"jvf2xNK92s","RyWvd","28","73","42","19","73","47"
"xehfSKBJYn","u383i","78","69","100","36","65","69"
"sF2tx89QN7","6vToY","84","30","84","93","53","68"
"bRN0421Fub","yWUu9","68","24","9","1","45","29"
"q44I7mXoqa","mmSoT","4","34","32","3","48","24"
"rNArggC4o2","sxbu9","62","69","58","6","33","45"
"e9t9h42ZDa","K5vyC","5","2","44","86","3","28"
"2EBcnk8Wa6","zVLdz","51","42","2","36","19","30"
"GujGDP1Oo3","3yZdW","33","46","37","41","11","33"
"YiOGJBKkma","9FCKj","84","23","20","86","31","48"
"iMikFM45Cl","LbO6t","16","29","21","2","4","14"
"mHL7Mx2U0Z","qqQCD","66","96","40","48","6","51"
"SU5UI6BlQK","Aktfe","64","83","31","90","10","55"
"8xujFiBBcE","kU55y","25","24","56","65","60","46"
"xazV2EDSQd","3Vs8j","81","16","92","7","84","56"
"SC61oyCuRI","HZrgO","3","14","87","37","77","43"
"eyyU5K4t4n","53SIR","90","95","90","5","90","74"
"NCj1zyYci4","MO8Tc","78","26","60","78","13","51"
"xPjmG53TFb","aOQI7","56","60","45","99","78","67"
"GienF3h9i8","WUVBk","33","34","20","66","62","43"
"GVxZy8Zz9y","tT5S5","74","17","93","5","80","53"
"bx9qnPsqOs","eMtYB","43","82","3","44","22","38"
"xx1yEqajHC","EsPNd","56","35","29","82","26","45"
"PzM9GWTCj2","0D5MN","20","55","14","43","86","43"
"W8uJ5L3Dlf","lZvtb","22","0","77","22","49","34"
"PqrAnBgZUX","JM8Sx","45","79","4","59","19","41"
"kZE9Gcq6eu","eP4Ur","97","45","72","74","38","65"
"iBdTpDTLV4","SpK3p","91","16","48","85","23","52"
"XvoNkacC4J","3m07v","50","34","86","100","50","64"
"vVRshaALnN","tsXHP","96","17","48","90","70","64"
"Pe1SUls7BY","tn8MK","46","77","23","54","95","59"
"qRblb5HVdo","uFMLv","62","48","17","3","69","39"
"fkX08Z704u","yd0Wk","87","5","72","82","42","57"
"D94lPhcrWa","kjRWo","65","96","36","23","22","48"
"JhFRQOhLBz","h1fKQ","52","22","81","44","34","46"
"0Nia3Jbozu","cimyy","16","41","70","81","38","49"
"t8RUvHVZ6c","eVoc3","87","35","3","36","98","51"
"zN5cyZOrGB","P6EOW","11","30","89","19","35","36"
"MAVXWUVo6d","PZW9z","87","0","34","47","65","46"
"tXFLxMgr5y","85Iop","51","92","40","65","66","62"
"0PnlAleWMH","EpAg2","73","60","12","77","84","61"
"zUCU4hmFkW","Anpyk","20","84","58","12","12","37"
"5FIkAeKrM0","qf8t1","64","49","86","11","60","54"
"00DjcPOnaW","gU0Xm","63","67","10","41","54","47"
"FxTJ18luVO","2qjsV","83","90","50","23","44","58"
"xMUAzVcuG1","pqujL","93","34","14","28","11","36"
"8vpXyk28JH","OamEr","66","18","3","49","91","45"
"L7p9zFucxp","jTRrZ","10","44","76","44","3","35"
"vfNepS3Sar","ZWFjA","49","1","94","50","31","45"
"hoICL8eMN0","X59Wj","44","42","36","37","77","47"
"KoufTKxXxX","hscH0","52","31","37","77","32","45"
"Mb05Pg2k8n","lFX44","10","69","26","35","0","28"
"OajI9ddUXs","LxREp","89","24","44","78","53","57"
"U9IX7oTRnb","J0Inu","66","71","64","28","33","52"
"N59Fv0ZS2s","jvVWa","76","46","72","26","5","45"
"fvKb2fpTFQ","lh70p","16","92","38","15","94","51"
"VPQsh3eaOF","H1b2o","18","49","90","60","79","59"
"l120sd8JTC","KYmW7","80","93","75","23","6","55"
"XKKARZL5Cy","YYty9","79","85","47","60","2","54"
"mglu1hl2Vl","ipLBn","29","21","85","20","7","32"
"BUXRKsdV6H","uWHfx","82","32","51","1","38","40"
"g0eJTQcfTd","Qtyf9","64","53","9","4","5","27"
"XdmWr6yI6Q","XIubN","98","67","9","64","37","55"
"ssB9F4UWIL","o8AzE","85","51","48","30","62","55"
"U26JLJV90a","iiaVQ","7","30","96","78","94","61"
"7anu72tl9D","it12T","72","28","16","89","28","46"
"6N1iAUXOhv","f1Kuz","44","8","37","50","89","45"
"QClu8jgFJZ","CXG8A","81","11","64","76","32","52"
"RX3zvaAlUq","T8JeX","66","14","38","90","5","42"
"jJI44X2rRy","7hjtc","22","29","65","6","37","31"
"hF0CJyky1h","ucAB5","2","24","87","27","60","40"
"W0nGk9DOUt","yA4eH","79","88","53","57","94","74"
"sRKATVor3H","BsERd","76","31","100","8","64","55"
"TT6iVKjKEV","QI2GX","80","100","60","39","53","66"
"6AWmdFoCYd","0tT7F","99","98","19","88","35","67"
"ZDp1dDn4FH","ANmFX","39","69","89","52","28","55"
"x45yLqVvKW","d14Td","93","36","61","67","17","54"
"5Iq1ktxLUr","RqzlA","9","72","26","53","15","35"
"DlXxE5aCSl","n5Vyk","83","47","55","55","58","59"
"bF2ZBFerIl","c21f3","40","62","64","48","7","44"
"3VcvZ78uCV","PfG66","55","72","73","34","73","61"
"nHDDhQ5NC4","ioxRT","19","7","8","93","66","38"
"8xxSnZC4pQ","VUG62","90","71","94","59","95","81"
"hHO7z2KvRI","PfK7s","30","29","78","53","31","44"
"ZYychvnUu8","yai15","12","20","63","40","83","43"
"zmtOZZVDCL","pFFvS","79","95","24","72","96","73"
"HQxXYPI7N9","yddKe","9","84","68","67","28","51"
"IsfbsSN99x","DkrKA","53","1","27","34","55","34"
"ZeoqCK1mrS","3CGzS","8","3","94","84","6","39"
"gEl4ieF4rf","v9vYT","25","37","44","26","20","30"
"vYQBDJaOLM","tRvMA","31","27","71","29","36","38"
"7k3AB6py89","0Mhiz","12","11","24","39","65","30"
"o3j4tqXai6","j5Sle","49","55","16","86","69","55"
"phBkq0JKy3","sQs4L","44","94","15","59","16","45"
"c2f3ALtjmP","xF9Hc","9","78","9","6","98","40"
"og5Skpzvua","S8lIm","19","99","10","39","44","42"
"4QYbSTOOkz","Pc4rt","19","37","87","30","77","50"
"cNLi7suQYq","DXIMi","41","10","23","51","80","41"
"TbSBqzMybj","7iExQ","92","26","29","89","82","63"
"fCGz2jg6Hg","Nro0m","63","35","0","58","84","48"
"DlXCQP5gAK","7LT9a","96","33","70","52","45","59"
"0LA1Sr56AL","xvnAI","84","9","89","64","49","59"
"8gSPtNWJfk","NiFqN","72","58","67","3","70","54"
"4gI3kAPG9H","QDcj8","74","30","21","22","89","47"
"q1UCYfSzcS","Y77Ty","98","87","99","9","76","73"
"RDM1VbjvNJ","NTLPs","36","62","0","7","61","33"
"KnIh76xqxH","GvDNC","12","97","83","28","58","55"
"xO1GeK7ZdQ","aN4l2","6","47","84","97","30","52"
"6IAes1zRrV","Ez1dp","41","13","36","99","46","47"
"KyCRbbozyR","RMAGY","65","21","100","0","58","48"
"luE50PXA1E","fLvxv","79","59","10","66","94","61"
"mPtbH9bXRq","DsNlH","15","5","47","44","84","39"
"ExkzYobTGF","RMX6D","23","53","84","64","51","55"
"s3k5SZJ475","37tYO","40","43","75","93","26","55"
"Z8RxoasMn8","7ZT3M","54","64","88","47","87","68"
"Tkv7ORXp4X","NQTuq","54","88","15","64","23","48"
"9bBB5pC19C","YiI1W","18","8","96","44","58","44"
"uI7Ha1gu1x","mquFI","99","59","32","84","99","74"
"jRMThcpFjW","9u3fG","61","60","11","88","63","56"
"MpeDBgZu0t","aTg0F","62","37","24","61","0","36"
"9cCjNdxpG9","Ha0DJ","1","14","33","13","9","14"
"iqgZtmi1He","y9Bb6","12","48","63","3","78","40"
"X2XcKhlMjq","vMGfr","62","6","67","71","89","59"
"uR1gsyCZSX","Ps9r0","79","66","72","92","70","75"
"sP84c5e80s","6xJ3N","79","97","31","60","39","61"
"uYFPVGzPqh","Ykyrt","15","46","85","88","30","52"
"hmg5Xlebee","8hf6M","74","61","80","91","34","68"
"21Nb7FZmnM","6esSz","40","39","24","40","13","31"
"PKDhyE37lC","dltQ9","53","57","9","54","41","42"
"JXrt8WPq0N","SkyE9","31","69","94","13","96","60"
"zzCOqxJIjv","8Zdmk","56","39","55","11","17","35"
"hLykerzOgH","RQmdT","10","79","75","68","0","46"
"QvhypBO8kx","JbLx0","91","58","82","68","52","70"
"g7bJzkS6qd","aYdNY","66","64","76","35","65","61"
"rXT76Ir4U9","yMVvS","9","70","23","92","75","53"
"GANZy4nO1o","Oyqg1","88","46","75","0","50","51"
"ROrS2FRHh8","v4kOu","24","23","23","71","77","43"
"ic3zW1PhIH","PyB2t","3","73","35","72","88","54"
"KbzutufkDu","2z5fi","54","18","82","34","20","41"
"CL8nJzYRXZ","clScj","54","37","16","86","31","44"
"ahYs860RSh","amslP","61","41","27","80","35","48"
"YMyab646qy","MndIU","52","39","83","3","30","41"
"EKq8yVFtn4","0qjMk","20","21","41","85","30","39"
"VOKDKUUJmi","QxjBi","91","61","96","82","61","78"
"Wl2Ayq84ZS","fNfe0","23","86","23","89","58","55"
"81gBJkj1rS","hfh9y","9","5","40","20","74","29"
"9K2g3G9mGO","EhVKd","10","72","67","66","17","46"
"hQ3DP01HZi","izNPh","40","28","14","28","48","31"
"HCN1vINMeQ","JqH85","90","42","90","50","89","72"
"SjcvY3irun","Zf0cd","74","66","0","66","64","54"
"4tfjfaIuMl","gGTlS","80","25","32","60","25","44"
"Ihhv2flxG2","tHhc5","39","26","71","37","23","39"
"v7quPVidsj","0U4Q2","82","47","17","39","46","46"
"DF4MoZNqI9","lFXDW","67","15","14","49","89","46"
"47rn5U6tjG","M4d2a","85","55","49","20","14","44"
"KrdQv6yifN","uBhmo","90","1","90","71","22","54"
"zeeNu7USQy","boUMU","38","27","73","63","90","58"
"b7bbId1zmM","Idz7C","10","40","24","46","28","29"
"omZu1RAaCX","ghiiI","56","28","34","40","79","47"
"3CKs84f3GT","ER1oq","10","23","35","45","59","34"
"xxYQpvxcd3","U6iPU","41","66","16","59","44","45"
"h1nNxRxG8n","PjH84","15","12","22","65","13","25"
"E6da39dooK","OrEdF","33","32","34","45","33","35"
"xON71LMehu","0AQb2","16","72","70","9","43","42"
"r2cplnnSSC","tnS1B","30","59","13","35","30","33"
"34nAn4rWT1","3Cls8","20","27","64","8","61","36"
"42FTvCBFrg","q0JY6","24","13","90","44","53","44"
"H5VBoxOWsf","WJ5D7","83","90","92","58","91","82"
"eJZVaYpttt","vd0HX","65","3","2","4","51","25"
"YlnK4T5GUV","QJpBV","39","40","0","93","27","39"
"csWP5Flar7","9mfam","31","83","70","2","70","51"
"XGfRdVr3hP","bz7ZH","42","62","18","17","82","44"
"HgBFe4qDDf","QAJnM","78","68","63","52","85","69"
"QeX5e69Ayb","8bAJc","69","51","73","67","32","58"
"OPNjthPQN7","jvm32","94","15","29","78","24","48"
"RqbrjQa4Ed","2UU44","60","67","53","64","10","50"
"iUug2K2tv6","03UgK","74","3","25","2","38","28"
"c39kx43Fuf","NrgL7","99","83","11","94","94","76"
"6rMNn6GSGt","VejES","7","31","49","70","80","47"
"ceo3buaWoe","XtMzI","45","52","90","21","78","57"
"pUmE7CvO4N","Yg6kT","25","34","97","23","100","55"
"GR6lPH0EiR","9jJGN","81","11","13","20","46","34"
"vc5q8xI089","ltcJh","59","64","90","44","80","67"
"nMFji5KoOo","i1Ihc","36","75","7","81","81","56"
"cQo13nalpN","uGG0K","8","87","20","18","53","37"
"SMyh8f50EQ","ugc5k","0","91","14","18","61","36"
"yf57Fbrsfz","U85ER","22","4","34","63","84","41"
"nbRI8jUzfe","zvIy3","30","73","4","8","46","32"
"6uFrVRNPFj","B8CFQ","31","0","46","66","2","29"
"cA4PviftJe","EkdcR","15","23","39","13","52","28"
"fD2jYk3Lpm","Y16au","88","52","46","88","33","61"
"32TRDt2T41","CaRkn","78","4","11","73","56","44"
"TKJAGgH40t","KQAuZ","14","78","51","47","44","46"
"aNf3Av9iyp","CJTML","86","34","58","78","92","69"
"N3ka6r2SMP","Mm3Zq","50","13","6","93","3","33"
"5fLFtzTjIG","xBpGx","26","9","55","56","20","33"
"lWiNZZD1mj","bWCdP","57","12","52","11","50","36"
"DWlEcKXNho","58uB3","73","83","5","22","94","55"
"Bv4oEZapCX","Vk0iR","20","31","80","51","79","52"
"coy1JNvT3l","tBtWG","29","42","0","92","37","40"
"BidveCpI2Z","XHfgb","54","57","81","40","11","48"
"Dx7GGF3Kng","jOR10","41","80","12","42","22","39"
"C4aCsfgl2q","vdh8H","4","55","45","34","19","31"
"6NCrggECW5","ZeN68","3","34","35","83","8","32"
"PNq4Fxu63M","0e7LF","0","76","48","40","85","49"
"026C8VB7YN","C5dWI","15","53","3","67","69","41"
"brInfhenzj","RAvHG","2","31","65","71","53","44"
"z6y4E1SB1a","qBb3U","50","15","38","46","39","37"
"W1dFOE1ZAf","1LUR2","45","30","68","44","91","55"
"GxU1rU8DV0","eZNI8","44","98","5","64","41","50"
"XUSDh5U7Zn","625mG","77","48","21","35","51","46"
"mJuFK9mBEv","ZBZ0J","23","72","92","33","84","60"
"uFxIdM5LXl","nx162","37","48","71","36","30","44"
"Kz3ueHXx87","55OOZ","23","88","20","44","31","41"
"uL9LMO5U9q","73DRr","38","97","80","87","37","67"
"jxe2OnoOfL","AJbBq","70","64","76","90","93","78"
"pOEAb7i6Kz","P7u0J","17","33","81","77","46","50"
"9sXbxXriBn","Aqe82","23","81","4","24","93","45"
"Ug0kD8uf12","voV2o","4","85","29","37","72","45"
"9EtqhGo0Er","pKAuS","6","77","3","78","93","51"
"cUCz0nEGvV","bAABk","0","49","83","70","1","40"
"m0hDrViBAg","qW7dl","72","66","24","89","99","70"
"0eYfNKZ6Gp","QxPI1","73","64","46","80","77","68"
"so3h3pKZMS","vezq4","74","36","46","41","70","53"
"SHo971CKBj","USuiK","5","53","46","16","4","24"
"ktrbBeN5Ex","Bxp5W","49","9","7","8","6","15"
"OMcxQ0pIuI","UHAfb","66","16","35","31","35","36"
"Aki3toakA2","Pe3MZ","28","48","88","41","92","59"
"kACMR9AFum","D27Jp","77","98","41","9","48","54"
"D6BGqWIzRF","70vQg","31","56","75","60","2","44"
"l5eIpFWbpj","iYhe8","96","50","95","42","25","61"
"pogmOzRv9b","lGTFs","10","12","79","24","29","30"
"v3VyYxCpnQ","oRBSU","54","81","16","25","2","35"
"YQFQhmrNEh","dzmbg","50","17","68","2","57","38"
